,matched_numbers,matched_numbers_count
14357,[],0
14358,['33'],1
14359,['42'],1
14360,['21'],1
14361,['33'],1
14362,['33'],1
14363,"['19', '21', '42']",3
14364,['33'],1
14365,[],0
14366,[],0
14367,['21'],1
14368,['21'],1
14369,['21'],1
14370,"['11', '21']",2
14371,[],0
14372,[],0
14373,[],0
14374,[],0
14375,[],0
14376,[],0
14377,[],0
14378,['21'],1
14379,"['21', '33']",2
14380,[],0
14381,[],0
14382,[],0
14383,"['19', '21', '42']",3
14384,[],0
14385,['33'],1
14386,[],0
14387,['19'],1
14388,[],0
14389,['19'],1
14390,[],0
14391,[],0
14392,[],0
14393,[],0
14394,['42'],1
14395,"['33', '42']",2
14396,['42'],1
14397,[],0
14398,[],0
14399,[],0
14400,['21'],1
14401,[],0
14402,"['21', '42']",2
14403,[],0
14404,[],0
14405,['21'],1
14406,[],0
14407,['21'],1
14408,"['11', '42']",2
14409,"['21', '33']",2
14410,[],0
14411,['21'],1
14412,['19'],1
14413,[],0
14414,['42'],1
14415,"['33', '42']",2
14416,"['11', '21']",2
14417,"['21', '42']",2
14418,"['11', '19', '21', '42']",4
14419,['21'],1
14420,[],0
14421,"['21', '33']",2
14422,[],0
14423,['42'],1
14424,['42'],1
14425,[],0
14426,['19'],1
14427,['33'],1
14428,[],0
14429,[],0
14430,[],0
14431,['33'],1
14432,[],0
14433,"['19', '42']",2
14434,[],0
14435,['11'],1
14436,[],0
14437,"['11', '19', '33']",3
14438,[],0
14439,['42'],1
14440,[],0
14441,[],0
14442,[],0
14443,[],0
14444,['33'],1
14445,[],0
14446,['42'],1
14447,[],0
14448,['11'],1
14449,[],0
14450,[],0
14451,[],0
14452,[],0
14453,[],0
14454,['33'],1
14455,[],0
14456,[],0
14457,['33'],1
14458,['19'],1
14459,['19'],1
14460,[],0
14461,['19'],1
14462,['11'],1
14463,['11'],1
14464,[],0
14465,[],0
14466,['21'],1
14467,"['11', '19']",2
14468,['11'],1
14469,"['11', '42']",2
14470,[],0
14471,[],0
14472,[],0
14473,"['11', '42']",2
14474,['42'],1
14475,[],0
14476,['42'],1
14477,[],0
14478,['42'],1
14479,['11'],1
14480,[],0
14481,[],0
14482,['42'],1
14483,['11'],1
14484,[],0
14485,['21'],1
14486,['33'],1
14487,[],0
14488,[],0
14489,['19'],1
14490,['21'],1
14491,['33'],1
14492,['19'],1
14493,[],0
14494,['33'],1
14495,[],0
14496,[],0
14497,"['11', '33']",2
14498,['33'],1
14499,"['21', '42']",2
14500,[],0
14501,['11'],1
14502,[],0
14503,[],0
14504,[],0
14505,"['11', '21']",2
14506,['42'],1
14507,['11'],1
14508,[],0
14509,[],0
14510,['11'],1
14511,[],0
14512,['33'],1
14513,['42'],1
14514,[],0
14515,[],0
14516,['33'],1
14517,[],0
14518,['33'],1
14519,[],0
14520,[],0
14521,['21'],1
14522,[],0
14523,['11'],1
14524,['33'],1
14525,['11'],1
14526,['19'],1
14527,[],0
14528,[],0
14529,['21'],1
14530,['42'],1
14531,"['11', '19']",2
14532,[],0
14533,[],0
14534,['21'],1
14535,[],0
14536,[],0
14537,[],0
14538,['42'],1
14539,['11'],1
14540,['19'],1
14541,['33'],1
14542,[],0
14543,[],0
14544,[],0
14545,['21'],1
14546,[],0
14547,[],0
14548,[],0
14549,[],0
14550,[],0
14551,['42'],1
14552,"['21', '33']",2
14553,[],0
14554,['21'],1
14555,['19'],1
14556,['42'],1
14557,"['11', '19']",2
14558,['19'],1
14559,['33'],1
14560,['19'],1
14561,['42'],1
14562,[],0
14563,['33'],1
14564,[],0
14565,[],0
14566,['42'],1
14567,['11'],1
14568,['21'],1
14569,['19'],1
14570,['42'],1
14571,[],0
14572,[],0
14573,[],0
14574,"['21', '42']",2
14575,[],0
14576,['19'],1
14577,[],0
14578,['19'],1
14579,[],0
14580,[],0
14581,[],0
14582,"['11', '21']",2
14583,[],0
14584,"['11', '21']",2
14585,[],0
14586,['19'],1
14587,['21'],1
14588,[],0
14589,"['21', '42']",2
14590,['42'],1
14591,[],0
14592,"['11', '33']",2
14593,[],0
14594,['21'],1
14595,"['21', '42']",2
14596,"['11', '19', '42']",3
14597,"['19', '21', '42']",3
14598,"['21', '33']",2
14599,[],0
14600,['21'],1
14601,['19'],1
14602,[],0
14603,"['11', '21']",2
14604,[],0
14605,"['11', '19']",2
14606,[],0
14607,['19'],1
14608,['33'],1
14609,[],0
14610,['21'],1
14611,['42'],1
14612,['11'],1
14613,"['11', '21']",2
14614,['21'],1
14615,['19'],1
14616,['19'],1
14617,[],0
14618,['19'],1
14619,[],0
14620,['42'],1
14621,['42'],1
14622,['19'],1
14623,[],0
14624,['11'],1
14625,['11'],1
14626,[],0
14627,[],0
14628,['19'],1
14629,"['21', '42']",2
14630,['19'],1
14631,['21'],1
14632,['21'],1
14633,[],0
14634,['19'],1
14635,[],0
14636,[],0
14637,"['21', '42']",2
14638,['21'],1
14639,['42'],1
14640,['19'],1
14641,"['21', '33']",2
14642,['19'],1
14643,['33'],1
14644,['19'],1
14645,[],0
14646,['21'],1
14647,['19'],1
14648,[],0
14649,['11'],1
14650,[],0
14651,['21'],1
14652,"['11', '19', '42']",3
14653,['42'],1
14654,[],0
14655,[],0
14656,[],0
14657,[],0
14658,['21'],1
14659,[],0
14660,[],0
14661,[],0
14662,['33'],1
14663,[],0
14664,[],0
14665,['33'],1
14666,['33'],1
14667,[],0
14668,[],0
14669,['11'],1
14670,['19'],1
14671,[],0
14672,['42'],1
14673,[],0
14674,['42'],1
14675,[],0
14676,['11'],1
14677,['19'],1
14678,[],0
14679,['21'],1
14680,[],0
14681,['42'],1
14682,[],0
14683,['19'],1
14684,['11'],1
14685,[],0
14686,[],0
14687,[],0
14688,"['19', '42']",2
14689,[],0
14690,['11'],1
14691,"['33', '42']",2
14692,[],0
14693,['11'],1
14694,[],0
14695,"['21', '33']",2
14696,['21'],1
14697,[],0
14698,['21'],1
14699,['11'],1
14700,['19'],1
14701,[],0
14702,['42'],1
14703,['21'],1
14704,['33'],1
14705,[],0
14706,['19'],1
14707,[],0
14708,['33'],1
14709,['21'],1
14710,[],0
14711,[],0
14712,[],0
14713,['33'],1
14714,[],0
14715,['42'],1
14716,[],0
14717,[],0
14718,['11'],1
14719,['11'],1
14720,['19'],1
14721,[],0
14722,[],0
14723,[],0
14724,"['21', '42']",2
14725,['19'],1
14726,[],0
14727,[],0
14728,[],0
14729,['42'],1
14730,['42'],1
14731,"['19', '42']",2
14732,['21'],1
14733,['21'],1
14734,[],0
14735,[],0
14736,['19'],1
14737,['19'],1
14738,['11'],1
14739,['19'],1
14740,[],0
14741,['33'],1
14742,[],0
14743,['19'],1
14744,['19'],1
14745,"['11', '33']",2
14746,[],0
14747,[],0
14748,[],0
14749,[],0
14750,[],0
14751,[],0
14752,[],0
14753,"['19', '33', '42']",3
14754,['21'],1
14755,[],0
14756,[],0
14757,[],0
14758,['19'],1
14759,['21'],1
14760,[],0
14761,['33'],1
14762,[],0
14763,[],0
14764,[],0
14765,['21'],1
14766,[],0
14767,[],0
14768,[],0
14769,['42'],1
14770,['21'],1
14771,['19'],1
14772,[],0
14773,[],0
14774,[],0
14775,[],0
14776,[],0
14777,[],0
14778,['11'],1
14779,"['11', '19']",2
14780,['21'],1
14781,['11'],1
14782,[],0
14783,['42'],1
14784,"['11', '42']",2
14785,['11'],1
14786,[],0
14787,['33'],1
14788,['42'],1
14789,[],0
14790,['42'],1
14791,['19'],1
14792,['21'],1
14793,['19'],1
14794,['11'],1
14795,[],0
14796,[],0
14797,['33'],1
14798,[],0
14799,[],0
14800,['19'],1
14801,['33'],1
14802,[],0
14803,"['11', '42']",2
14804,['19'],1
14805,[],0
14806,"['21', '33']",2
14807,"['19', '33']",2
14808,['21'],1
14809,[],0
14810,['11'],1
14811,['42'],1
14812,[],0
14813,[],0
14814,['33'],1
14815,[],0
14816,[],0
14817,[],0
14818,[],0
14819,[],0
14820,[],0
14821,['11'],1
14822,[],0
14823,"['19', '21']",2
14824,[],0
14825,['11'],1
14826,[],0
14827,[],0
14828,[],0
14829,[],0
14830,[],0
14831,['19'],1
14832,"['21', '42']",2
14833,['19'],1
14834,[],0
14835,['11'],1
14836,[],0
14837,[],0
14838,['11'],1
14839,[],0
14840,['11'],1
14841,[],0
14842,['42'],1
14843,['19'],1
14844,[],0
14845,['33'],1
14846,"['11', '33']",2
14847,['33'],1
14848,[],0
14849,"['11', '42']",2
14850,[],0
14851,[],0
14852,[],0
14853,['21'],1
14854,['21'],1
14855,"['11', '19']",2
14856,[],0
14857,[],0
14858,['21'],1
14859,[],0
14860,['42'],1
14861,[],0
14862,['21'],1
14863,['33'],1
14864,['33'],1
14865,[],0
14866,[],0
14867,['21'],1
14868,['11'],1
14869,['19'],1
14870,['42'],1
14871,[],0
14872,"['33', '42']",2
14873,[],0
14874,[],0
14875,['19'],1
14876,['11'],1
14877,[],0
14878,['19'],1
14879,[],0
14880,[],0
14881,['33'],1
14882,[],0
14883,['19'],1
14884,[],0
14885,['19'],1
14886,"['11', '19']",2
14887,['42'],1
14888,['33'],1
14889,[],0
14890,[],0
14891,[],0
14892,['19'],1
14893,[],0
14894,[],0
14895,[],0
14896,[],0
14897,['21'],1
14898,['19'],1
14899,['11'],1
14900,"['19', '33']",2
14901,"['11', '42']",2
14902,['21'],1
14903,"['11', '42']",2
14904,[],0
14905,['42'],1
14906,[],0
14907,[],0
14908,[],0
14909,[],0
14910,[],0
14911,"['21', '42']",2
14912,['33'],1
14913,['11'],1
14914,[],0
14915,[],0
14916,[],0
14917,['42'],1
14918,['11'],1
14919,[],0
14920,[],0
14921,[],0
14922,[],0
14923,"['11', '19', '33']",3
14924,[],0
14925,['42'],1
14926,['33'],1
14927,[],0
14928,['11'],1
14929,"['11', '19', '33']",3
14930,[],0
14931,[],0
14932,[],0
14933,"['21', '33']",2
14934,['11'],1
14935,[],0
14936,[],0
14937,[],0
14938,"['19', '21']",2
14939,[],0
14940,[],0
14941,['42'],1
14942,['19'],1
14943,['42'],1
14944,['19'],1
14945,['19'],1
14946,[],0
14947,['19'],1
14948,['19'],1
14949,['42'],1
14950,[],0
14951,[],0
14952,[],0
14953,['19'],1
14954,['33'],1
14955,[],0
14956,['11'],1
14957,"['33', '42']",2
14958,[],0
14959,['33'],1
14960,[],0
14961,[],0
14962,['19'],1
14963,[],0
14964,['33'],1
14965,['11'],1
14966,['19'],1
14967,[],0
14968,['21'],1
14969,['11'],1
14970,['33'],1
14971,[],0
14972,"['11', '33']",2
14973,[],0
14974,[],0
14975,['11'],1
14976,[],0
14977,"['19', '33']",2
14978,[],0
14979,['19'],1
14980,[],0
14981,[],0
14982,[],0
14983,['21'],1
14984,['21'],1
14985,['11'],1
14986,[],0
14987,['42'],1
14988,[],0
14989,[],0
14990,[],0
14991,[],0
14992,[],0
14993,[],0
14994,['21'],1
14995,[],0
14996,[],0
14997,[],0
14998,[],0
14999,['42'],1
15000,['11'],1
15001,['11'],1
15002,[],0
15003,"['11', '33']",2
15004,[],0
15005,['19'],1
15006,[],0
15007,['19'],1
15008,['19'],1
15009,['42'],1
15010,[],0
15011,[],0
15012,[],0
15013,['21'],1
15014,[],0
15015,['21'],1
15016,[],0
15017,['11'],1
15018,['33'],1
15019,[],0
15020,['21'],1
15021,[],0
15022,[],0
15023,[],0
15024,['11'],1
15025,[],0
15026,['42'],1
15027,['19'],1
15028,[],0
15029,['11'],1
15030,[],0
15031,['21'],1
15032,['21'],1
15033,[],0
15034,[],0
15035,[],0
15036,"['21', '33']",2
15037,['42'],1
15038,['21'],1
15039,[],0
15040,[],0
15041,[],0
15042,['21'],1
15043,[],0
15044,['21'],1
15045,['42'],1
15046,['11'],1
15047,"['11', '42']",2
15048,[],0
15049,[],0
15050,"['11', '21']",2
15051,['33'],1
15052,[],0
15053,[],0
15054,[],0
15055,"['21', '33']",2
15056,['42'],1
15057,[],0
15058,[],0
15059,[],0
15060,['42'],1
15061,[],0
15062,[],0
15063,"['11', '42']",2
15064,[],0
15065,[],0
15066,"['11', '21']",2
15067,['42'],1
15068,[],0
15069,[],0
15070,[],0
15071,[],0
15072,"['33', '42']",2
15073,['33'],1
15074,[],0
15075,[],0
15076,"['19', '21']",2
15077,[],0
15078,[],0
15079,[],0
15080,['11'],1
15081,['42'],1
15082,[],0
15083,[],0
15084,[],0
15085,[],0
15086,['42'],1
15087,[],0
15088,['21'],1
15089,[],0
15090,['42'],1
15091,[],0
15092,['19'],1
15093,[],0
15094,[],0
15095,['21'],1
15096,['42'],1
15097,['42'],1
15098,[],0
15099,['19'],1
15100,"['11', '42']",2
15101,['11'],1
15102,[],0
15103,[],0
15104,['21'],1
15105,[],0
15106,['21'],1
15107,[],0
15108,[],0
15109,[],0
15110,[],0
15111,[],0
15112,['11'],1
15113,['42'],1
15114,['11'],1
15115,"['19', '42']",2
15116,[],0
15117,['42'],1
15118,['11'],1
15119,['42'],1
15120,"['19', '21']",2
15121,['11'],1
15122,['11'],1
15123,[],0
15124,[],0
15125,['33'],1
15126,[],0
15127,"['11', '33']",2
15128,[],0
15129,['11'],1
15130,[],0
15131,[],0
15132,['11'],1
15133,['11'],1
15134,[],0
15135,"['11', '33']",2
15136,[],0
15137,[],0
15138,[],0
15139,[],0
15140,[],0
15141,['19'],1
15142,['33'],1
15143,['42'],1
15144,[],0
15145,['11'],1
15146,[],0
15147,['11'],1
15148,['42'],1
15149,"['21', '33']",2
15150,['11'],1
15151,['19'],1
15152,[],0
15153,[],0
15154,['19'],1
15155,['33'],1
15156,['42'],1
15157,[],0
15158,['33'],1
15159,"['33', '42']",2
15160,[],0
15161,"['21', '42']",2
15162,['33'],1
15163,[],0
15164,['42'],1
15165,['11'],1
15166,['11'],1
15167,"['21', '33']",2
15168,"['19', '33']",2
15169,['21'],1
15170,"['19', '33']",2
15171,"['19', '21']",2
15172,"['21', '33']",2
15173,[],0
15174,"['11', '19']",2
15175,[],0
15176,[],0
15177,[],0
15178,[],0
15179,['11'],1
15180,[],0
15181,['19'],1
15182,[],0
15183,[],0
15184,[],0
15185,[],0
15186,[],0
15187,[],0
15188,[],0
15189,[],0
15190,[],0
15191,[],0
15192,['11'],1
15193,['11'],1
15194,[],0
15195,[],0
15196,[],0
15197,[],0
15198,"['11', '33']",2
15199,[],0
15200,[],0
15201,[],0
15202,[],0
15203,[],0
15204,[],0
15205,[],0
15206,[],0
15207,[],0
15208,[],0
15209,[],0
15210,[],0
15211,[],0
15212,[],0
15213,['11'],1
15214,"['19', '42']",2
15215,['42'],1
15216,['19'],1
15217,['19'],1
15218,[],0
15219,[],0
15220,['11'],1
15221,[],0
15222,"['21', '33', '42']",3
15223,[],0
15224,[],0
15225,[],0
15226,['21'],1
15227,[],0
15228,[],0
15229,[],0
15230,[],0
15231,[],0
15232,[],0
15233,"['11', '33']",2
15234,[],0
15235,[],0
15236,['19'],1
15237,[],0
15238,['11'],1
15239,[],0
15240,"['11', '42']",2
15241,[],0
15242,['21'],1
15243,['42'],1
15244,[],0
15245,[],0
15246,[],0
15247,['11'],1
15248,[],0
15249,[],0
15250,[],0
15251,[],0
15252,[],0
15253,[],0
15254,[],0
15255,['19'],1
15256,[],0
15257,[],0
15258,[],0
15259,['11'],1
15260,[],0
15261,[],0
15262,[],0
15263,"['21', '33']",2
15264,[],0
15265,['21'],1
15266,[],0
15267,[],0
15268,"['11', '21']",2
15269,[],0
15270,"['19', '33', '42']",3
15271,[],0
15272,['42'],1
15273,[],0
15274,[],0
15275,['33'],1
15276,['11'],1
15277,[],0
15278,['21'],1
15279,[],0
15280,[],0
15281,['19'],1
15282,"['21', '33']",2
15283,[],0
15284,['11'],1
15285,[],0
15286,['33'],1
15287,"['11', '21']",2
15288,['11'],1
15289,[],0
15290,[],0
15291,[],0
15292,['19'],1
15293,['21'],1
15294,[],0
15295,[],0
15296,[],0
15297,[],0
15298,['42'],1
15299,[],0
15300,[],0
15301,['42'],1
15302,['19'],1
15303,[],0
15304,[],0
15305,['42'],1
15306,[],0
15307,[],0
15308,['42'],1
15309,[],0
15310,['33'],1
15311,['33'],1
15312,[],0
15313,[],0
15314,[],0
15315,['11'],1
15316,[],0
15317,"['21', '42']",2
15318,['19'],1
15319,[],0
15320,['21'],1
15321,[],0
15322,['42'],1
15323,['21'],1
15324,[],0
15325,['19'],1
15326,['19'],1
15327,[],0
15328,['33'],1
15329,['33'],1
15330,[],0
15331,['11'],1
15332,['33'],1
15333,"['21', '42']",2
15334,[],0
15335,[],0
15336,"['11', '42']",2
15337,[],0
15338,['33'],1
15339,['19'],1
15340,[],0
15341,['21'],1
15342,['19'],1
15343,['21'],1
15344,['11'],1
15345,['21'],1
15346,[],0
15347,[],0
15348,[],0
15349,['11'],1
15350,[],0
15351,[],0
15352,[],0
15353,['42'],1
15354,[],0
15355,[],0
15356,[],0
15357,['19'],1
15358,['33'],1
15359,[],0
15360,['42'],1
15361,['11'],1
15362,['21'],1
15363,[],0
15364,[],0
15365,['19'],1
15366,[],0
15367,['21'],1
15368,['21'],1
15369,[],0
15370,[],0
15371,[],0
15372,[],0
15373,[],0
15374,[],0
15375,['11'],1
15376,['21'],1
15377,[],0
15378,[],0
15379,[],0
15380,[],0
15381,['33'],1
15382,[],0
15383,[],0
15384,[],0
15385,[],0
15386,[],0
15387,[],0
15388,[],0
15389,[],0
15390,"['19', '21']",2
15391,['19'],1
15392,['19'],1
15393,[],0
15394,[],0
15395,[],0
15396,[],0
15397,['19'],1
15398,['21'],1
15399,['21'],1
15400,[],0
15401,['42'],1
15402,['33'],1
15403,['42'],1
15404,[],0
15405,[],0
15406,"['19', '21']",2
15407,[],0
15408,['11'],1
15409,['11'],1
15410,[],0
15411,[],0
15412,['19'],1
15413,[],0
15414,['19'],1
15415,[],0
15416,"['11', '21']",2
15417,[],0
15418,"['11', '21']",2
15419,['42'],1
15420,['11'],1
15421,"['11', '42']",2
15422,[],0
15423,[],0
15424,[],0
15425,['33'],1
15426,['42'],1
15427,[],0
15428,[],0
15429,['42'],1
15430,"['19', '21']",2
15431,"['21', '42']",2
15432,[],0
15433,['19'],1
15434,"['11', '42']",2
15435,['33'],1
15436,['19'],1
15437,[],0
15438,['11'],1
15439,[],0
15440,[],0
15441,['21'],1
15442,['11'],1
15443,['21'],1
15444,[],0
15445,[],0
15446,['19'],1
15447,['19'],1
15448,[],0
15449,[],0
15450,['19'],1
15451,['11'],1
15452,['11'],1
15453,[],0
15454,[],0
15455,"['11', '42']",2
15456,['11'],1
15457,"['11', '21']",2
15458,[],0
15459,[],0
15460,"['11', '21']",2
15461,[],0
15462,[],0
15463,['21'],1
15464,['19'],1
15465,['19'],1
15466,[],0
15467,[],0
15468,['42'],1
15469,[],0
15470,"['21', '33']",2
15471,[],0
15472,[],0
15473,[],0
15474,"['33', '42']",2
15475,[],0
15476,[],0
15477,[],0
15478,['42'],1
15479,[],0
15480,['21'],1
15481,['33'],1
15482,[],0
15483,"['11', '42']",2
15484,[],0
15485,[],0
15486,[],0
15487,[],0
15488,[],0
15489,[],0
15490,[],0
15491,['21'],1
15492,[],0
15493,[],0
15494,['42'],1
15495,['11'],1
15496,[],0
15497,"['11', '21']",2
15498,[],0
15499,[],0
15500,[],0
15501,"['21', '33']",2
15502,[],0
15503,[],0
15504,[],0
15505,[],0
15506,"['11', '33']",2
15507,['11'],1
15508,['33'],1
15509,['11'],1
15510,['11'],1
15511,['11'],1
15512,['11'],1
15513,['11'],1
15514,['11'],1
15515,[],0
15516,[],0
15517,[],0
15518,[],0
15519,"['11', '42']",2
15520,['11'],1
15521,[],0
15522,['11'],1
15523,[],0
15524,"['19', '21']",2
15525,"['11', '33']",2
15526,['11'],1
15527,['33'],1
15528,"['11', '42']",2
15529,['33'],1
15530,['11'],1
15531,['21'],1
15532,[],0
15533,[],0
15534,[],0
15535,['11'],1
15536,[],0
15537,[],0
15538,[],0
15539,['42'],1
15540,['19'],1
15541,[],0
15542,[],0
15543,[],0
15544,[],0
15545,[],0
15546,['11'],1
15547,['19'],1
15548,[],0
15549,['42'],1
15550,[],0
15551,['42'],1
15552,[],0
15553,['19'],1
15554,['33'],1
15555,['42'],1
15556,[],0
15557,['11'],1
15558,[],0
15559,[],0
15560,[],0
15561,[],0
15562,[],0
15563,"['19', '33']",2
15564,['21'],1
15565,[],0
15566,['19'],1
15567,[],0
15568,['11'],1
15569,[],0
15570,[],0
15571,[],0
15572,['33'],1
15573,"['11', '21']",2
15574,[],0
15575,[],0
15576,"['19', '42']",2
15577,['19'],1
15578,['19'],1
15579,[],0
15580,['21'],1
15581,"['33', '42']",2
15582,['11'],1
15583,[],0
15584,['19'],1
15585,['19'],1
15586,"['11', '19']",2
15587,[],0
15588,['21'],1
15589,[],0
15590,['11'],1
15591,[],0
15592,['21'],1
15593,[],0
15594,[],0
15595,['21'],1
15596,[],0
15597,['21'],1
15598,['21'],1
15599,['21'],1
15600,['11'],1
15601,['19'],1
15602,['11'],1
15603,"['19', '42']",2
15604,[],0
15605,['19'],1
15606,['21'],1
15607,[],0
15608,['42'],1
15609,[],0
15610,[],0
15611,[],0
15612,['19'],1
15613,['42'],1
15614,['42'],1
15615,[],0
15616,"['21', '42']",2
15617,[],0
15618,[],0
15619,['21'],1
15620,[],0
15621,['11'],1
15622,[],0
15623,['11'],1
15624,[],0
15625,[],0
15626,[],0
15627,[],0
15628,[],0
15629,['11'],1
15630,['19'],1
15631,['21'],1
15632,[],0
15633,['21'],1
15634,[],0
15635,['19'],1
15636,[],0
15637,[],0
15638,[],0
15639,['19'],1
15640,[],0
15641,['33'],1
15642,[],0
15643,['11'],1
15644,['42'],1
15645,['42'],1
15646,[],0
15647,[],0
15648,['33'],1
15649,[],0
15650,['21'],1
15651,[],0
15652,[],0
15653,[],0
15654,[],0
15655,[],0
15656,"['21', '42']",2
15657,['42'],1
15658,"['11', '42']",2
15659,[],0
15660,['42'],1
15661,[],0
15662,[],0
15663,[],0
15664,[],0
15665,[],0
15666,['21'],1
15667,['42'],1
15668,['19'],1
15669,['42'],1
15670,[],0
15671,['42'],1
15672,[],0
15673,[],0
15674,[],0
15675,"['19', '42']",2
15676,['21'],1
15677,[],0
15678,[],0
15679,"['33', '42']",2
15680,[],0
15681,['33'],1
15682,[],0
15683,[],0
15684,[],0
15685,['19'],1
15686,['19'],1
15687,['33'],1
15688,['11'],1
15689,[],0
15690,[],0
15691,"['21', '33']",2
15692,['21'],1
15693,"['21', '33']",2
15694,['21'],1
15695,[],0
15696,['21'],1
15697,[],0
15698,[],0
15699,"['19', '42']",2
15700,[],0
15701,[],0
15702,[],0
15703,['11'],1
15704,[],0
15705,"['19', '21']",2
15706,"['19', '42']",2
15707,[],0
15708,[],0
15709,[],0
15710,['21'],1
15711,[],0
15712,['19'],1
15713,['42'],1
15714,['33'],1
15715,[],0
15716,['42'],1
15717,[],0
15718,[],0
15719,[],0
15720,[],0
15721,[],0
15722,[],0
15723,['11'],1
15724,['21'],1
15725,[],0
15726,[],0
15727,[],0
15728,[],0
15729,['33'],1
15730,[],0
15731,[],0
15732,['11'],1
15733,['19'],1
15734,[],0
15735,['42'],1
15736,['11'],1
15737,['11'],1
15738,['33'],1
15739,['19'],1
15740,[],0
15741,[],0
15742,['21'],1
15743,[],0
15744,['11'],1
15745,['21'],1
15746,[],0
15747,['42'],1
15748,[],0
15749,[],0
15750,"['21', '42']",2
15751,['19'],1
15752,[],0
15753,[],0
15754,"['19', '42']",2
15755,"['19', '42']",2
15756,['11'],1
15757,[],0
15758,[],0
15759,['21'],1
15760,['21'],1
15761,[],0
15762,[],0
15763,['42'],1
15764,['21'],1
15765,[],0
15766,[],0
15767,[],0
15768,[],0
15769,[],0
15770,['21'],1
15771,[],0
15772,['21'],1
15773,"['19', '42']",2
15774,[],0
15775,[],0
15776,[],0
15777,[],0
15778,[],0
15779,['21'],1
15780,['11'],1
15781,['42'],1
15782,['42'],1
15783,['21'],1
15784,['33'],1
15785,[],0
15786,"['19', '33']",2
15787,[],0
15788,[],0
15789,['33'],1
15790,"['11', '19']",2
15791,"['11', '19', '33']",3
15792,[],0
15793,[],0
15794,"['19', '21', '33']",3
15795,['19'],1
15796,['42'],1
15797,['42'],1
15798,[],0
15799,[],0
15800,['11'],1
15801,['21'],1
15802,['11'],1
15803,"['19', '33']",2
15804,['11'],1
15805,['42'],1
15806,"['11', '19', '33']",3
15807,[],0
15808,"['11', '33']",2
15809,['11'],1
15810,['42'],1
15811,['11'],1
15812,['11'],1
15813,[],0
15814,[],0
15815,['21'],1
15816,['19'],1
15817,['19'],1
15818,"['21', '33']",2
15819,[],0
15820,"['19', '33']",2
15821,['33'],1
15822,"['11', '33']",2
15823,"['19', '33']",2
15824,[],0
15825,[],0
15826,[],0
15827,['21'],1
15828,[],0
15829,['33'],1
15830,[],0
15831,['21'],1
15832,"['11', '19', '33']",3
15833,['21'],1
15834,[],0
15835,['21'],1
15836,['42'],1
15837,"['11', '19']",2
15838,"['11', '19']",2
15839,[],0
15840,['21'],1
15841,['21'],1
15842,[],0
15843,['33'],1
15844,['33'],1
15845,['33'],1
15846,['33'],1
15847,[],0
15848,['42'],1
15849,['21'],1
15850,['19'],1
15851,['42'],1
15852,[],0
15853,['21'],1
15854,"['19', '33']",2
15855,"['11', '19', '33']",3
15856,"['11', '19']",2
15857,"['11', '19', '33']",3
15858,['19'],1
15859,[],0
15860,['11'],1
15861,[],0
15862,"['19', '33']",2
15863,['42'],1
15864,['21'],1
15865,[],0
15866,"['11', '19']",2
15867,"['19', '33']",2
15868,"['11', '19']",2
15869,['42'],1
15870,[],0
15871,[],0
15872,[],0
15873,[],0
15874,['42'],1
15875,"['11', '19']",2
15876,"['19', '21']",2
15877,['11'],1
15878,['19'],1
15879,"['21', '33']",2
15880,[],0
15881,[],0
15882,[],0
15883,['33'],1
15884,"['19', '21', '33']",3
15885,[],0
15886,[],0
15887,['19'],1
15888,['33'],1
15889,['33'],1
15890,['11'],1
15891,['19'],1
15892,[],0
15893,[],0
15894,['33'],1
15895,['11'],1
15896,[],0
15897,['21'],1
15898,['19'],1
15899,[],0
15900,['11'],1
15901,"['21', '33']",2
15902,"['19', '21']",2
15903,[],0
15904,['19'],1
15905,['33'],1
15906,[],0
15907,['19'],1
15908,['42'],1
15909,[],0
15910,"['21', '33', '42']",3
15911,[],0
15912,[],0
15913,[],0
15914,[],0
15915,"['21', '33']",2
15916,[],0
15917,['21'],1
15918,['19'],1
15919,[],0
15920,['19'],1
15921,[],0
15922,"['21', '42']",2
15923,[],0
15924,['11'],1
15925,['11'],1
15926,['11'],1
15927,[],0
15928,"['21', '33']",2
